code,text,origin,include,context,prompt
P78,Exaustão mental,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Neurastenia/surmenage; Critérios: fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar"
P78,Cansaço persistente,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Neurastenia/surmenage; Critérios: fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar"
P78,Síndrome de burnout,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Neurastenia/surmenage; Critérios: fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar"
P78,Fadiga emocional,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Neurastenia/surmenage; Critérios: fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar"
P78,Stress crónico,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Neurastenia/surmenage; Critérios: fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar"
P78,Dificuldades de atenção,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Neurastenia/surmenage; Critérios: fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar"
P78,Diminuição da capacidade de trabalho,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Neurastenia/surmenage; Critérios: fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar"
P78,Cansaço extremo,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Neurastenia/surmenage; Critérios: fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar"
P78,Fadiga psicológica,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Neurastenia/surmenage; Critérios: fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar"
P78,Dores musculares associadas,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Neurastenia/surmenage; Critérios: fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar"
P78,Incapacidade de relaxamento,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Neurastenia/surmenage; Critérios: fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar"
P78,Fadiga associada ao stress,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Neurastenia/surmenage; Critérios: fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar"
P78,Cansaço mental,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Neurastenia/surmenage; Critérios: fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar"
P78,Diminuição da eficiência,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Neurastenia/surmenage; Critérios: fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar"
P78,Fadiga generalizada,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Neurastenia/surmenage; Critérios: fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar"
P78,Exaustão física,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Neurastenia/surmenage; Critérios: fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar"
P78,Dificuldades de concentração,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Neurastenia/surmenage; Critérios: fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar"
P78,Sensação de sobrecarga,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Neurastenia/surmenage; Critérios: fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar"
P78,Fadiga intensa,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Neurastenia/surmenage; Critérios: fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar"
P78,Stress mental,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Neurastenia/surmenage; Critérios: fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar"
P78,Cansaço prolongado,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Neurastenia/surmenage; Critérios: fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar"
P78,Dificuldades de coping,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Neurastenia/surmenage; Critérios: fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar"
P78,Sensação de fraqueza,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Neurastenia/surmenage; Critérios: fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar"
P78,Fadiga associada a esforço,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Neurastenia/surmenage; Critérios: fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar"
P78,Exaustão emocional,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Neurastenia/surmenage; Critérios: fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar"
P78,Diminuição da produtividade,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Neurastenia/surmenage; Critérios: fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar"
P78,Cansaço crónico,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Neurastenia/surmenage; Critérios: fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar"
P78,Fadiga associada a ansiedade,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Neurastenia/surmenage; Critérios: fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar"
P78,Dores corporais,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Neurastenia/surmenage; Critérios: fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar"
P78,Sensação de esgotamento,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Neurastenia/surmenage; Critérios: fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar"
P78,Dificuldades de memória,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Neurastenia/surmenage; Critérios: fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar"
P78,Cansaço psicológico,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Neurastenia/surmenage; Critérios: fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar"
P78,Fadiga associada a depressão,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Neurastenia/surmenage; Critérios: fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar"
P78,Stress físico,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Neurastenia/surmenage; Critérios: fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar"
P78,Sensação de incapacidade,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Neurastenia/surmenage; Critérios: fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar"
